Sample ID,ENA ,PPN-DDM-Collection,PPN-DDM-Sample material,ST,Phylogroup,ST131 subclade,FimType,Amoxicillin-clavulanic_acid_category_i.v.,Amoxicillin-clavulanic_acid_category_uncomplicated UTI only,Piperacillin-tazobactam_category,Temocillin_category_UTI,Cefoxitin_category_screen ,Cefuroxime_category_oral_uncomplicated UTI only,Ceftazidime_category,Cefotaxime_category,Cefepime_category,Ceftazidime-avibactam_category,Ertapenem_category,Meropenem_category,Imipenem_category,Doripenem_category,Aztreonam_category,Amikacin_category,Gentamicin_category,Tobramycin_category,Ciprofloxacin_category,Trimethoprim-sulfamethoxazole_category,Trimethoprim_category,Nitrofurantoin_category,Fosfomycin_category_iv,Fosfomycin_category_UTI,Colistin_category,Tigecycline_category,blaESBL,blaCTX-M-1,blaCTX-M-3,blaCTX-M-8,blaCTX-M-14,blaCTX-M-15,blaCTX-M-24,blaCTX-M-27,blaCTX-M-32,blaCTX-M-55,blaCTX-M-101,blaCTX-M-104,blaCMY-2,blaIMP-26,blaLAP-2,blaOXA-1,blaOXA-10,blaOXA-181,blaSHV-12,blaTEM-1,blaTEM-210,"PPN=BETA-LACTAM",aac(3)-IId,aac(3)-IIe,aac(3)-IVa,aac(6')-I,aac(6')-Ib,aac(6')-Ib3,aac(6')-Ib4,aadA1,aadA2,aadA5,ant(2'')-Ia,aph(3')-Ia,aph(3'')-Ib,aph(3')-IIa,aph(3')-IIIa,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,armA,aac(6')-Ib-cr5,PPN-AMINOGLYCOSIDE/QUINOLONE,qepA4,qnrB1,qnrB19,qnrB7,qnrS1,qnrVC4,PPN-QUINOLONE,qacEdelta1,qacF,qacG2,qacL,PPN-QUATERNARY AMMONIUM,mcr-1.1,mcr-3.5,PPN-Mobile Colistin?,sul1,sul2,sul3,"PPN-SULFONAMIDE",dfrA1,dfrA4,dfrA5,dfrA7,dfrA12,dfrA14,dfrA17,dfrA36,dfrF,"PPN-TRIMETHOPRIM",NUM_REPLICONS_FOUND,Col(BS512)_1,Col(KPHS6)_1,Col(MG828)_1,Col(MP18)_1,Col156_1,Col440II_1,Col440I_1,Col8282_1,ColKP3_1,ColRNAI_1,ColpVC_1,IncB/O/K/Z_1,IncB/O/K/Z_2,IncB/O/K/Z_4,IncFIA(HI1)_1_HI1,IncFIA_1,IncFIB(AP001918)_1,IncFIB(K)_1_Kpn3,IncFIB(pB171)_1_pB171,IncFIC(FII)_1,IncFII(29)_1_pUTI89,IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5,IncFII(pCoo)_1_pCoo,IncFII(pHN7A8)_1_pHN7A8,IncFII(pRSB107)_1_pRSB107,IncFII_1,IncFII_1_pKP91,IncHI1A_1,IncHI1B(R27)_1_R27,IncHI2A_1,IncI1_1_Alpha,IncI2_1,IncI2_1_Delta,IncI_Gamma_1,IncL/M(pMU407)_1_pMU407,IncL/M(pOXA-48)_1_pOXA-48,IncN_1,IncP6_1,IncQ1_1,IncR_1,IncX1_1,IncX1_4,IncX3_1,IncX4_1,IncX4_2,IncY_1,p0111_1,pSL483_1,rep11a_1_repA(pB82),rep18b_1_BO23315710(pE1p13),repUS15_2_repA(pNB2354p1)
P19_59,ERS12148080,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_60,ERS12148081,NORM,Blood culture,ST617,A,-,fimH27,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,,aac(3)-IVa,,,,,aadA1,aadA2,,ant(2'')-Ia,,,,,,aph(4)-Ia,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,qacL,1,,,0,sul1,sul2,sul3,1,,,,,,,dfrA17,dfrA36,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P19_63,ERS12148082,NORM,Blood culture,ST131,B2,A,fimH41,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_64,ERS12148083,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,S,R,I,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_65,ERS12148084,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,R,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_66,ERS12148085,NORM,Blood culture,ST131,B2,B,fimH22,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,qnrB1,,,,,1,,,,,0,,,0,,sul2,,1,dfrA1,,,,,dfrA14,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_67,ERS12148086,NORM,Blood culture,ST131,B2,C1,fimH30,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_68,ERS12148087,NORM,Blood culture,ST131,B2,C2,fimH30,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_69,ERS12148088,NORM,Blood culture,ST131,B2,C1,fimH30,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_70,ERS12148089,NORM,Blood culture,ST131,B2,C1,fimH30,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_71,ERS12148090,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,R,NA,NA,R,S,R,I,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
P19_72,ERS12148091,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,R,NA,NA,R,I,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_73,ERS12148092,NORM,Blood culture,ST131,B2,C1,fimH30,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_74,ERS12148093,NORM,Blood culture,ST4985,B1,-,fimH31,S,S,S,NA,NA,S,I,S,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,,,1,,,,,,,,,,,,,,,,,,,,,0,,,qnrB19,,,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_75,ERS12148094,NORM,Blood culture,ST10,A,-,fimH54,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,aadA2,,,,,,,,,,,,1,qepA4,,,,,,1,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,dfrA12,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_76,ERS12148095,NORM,Blood culture,ST405,D,-,fimH27,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_77,ERS12148096,NORM,Urine,ST10,A,-,fimH54,R,S,NA,NA,NA,R,I,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P19_78,ERS12148097,NORM,Urine,ST131,B2,A,fimH41,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,S,S,S,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19_79,ERS12148098,NORM,Urine,ST131,B2,C2,fimH30,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P19_81,ERS12148099,NORM,Urine,ST10,A,-,fimH54,S,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,dfrA7,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_04,ERS12148100,NORM,Urine,ST14,B2,-,fimH1588,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,I,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_05,ERS12148101,NORM,Urine,ST405,D,-,fimH27,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,R,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_06,ERS12148102,NORM,Urine,ST155,B1,-,fimH366,S,S,NA,NA,NA,S,R,I,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,S,S,NA,NA,NA,NA,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,qnrB7,,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P20_08,ERS12148103,NORM,Blood culture,ST131,B2,A,fimH41,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,I,R,NA,NA,NA,NA,NA,S,blaCTX-M-1,blaCTX-M-1,,,,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_09,ERS12148104,NORM,Blood culture,ST95,B2,-,fimH27,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,S,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,blaIMP-26,,,,,,,,1,,,,,,,aac(6')-Ib4,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,armA,,1,,,,,,,0,qacEdelta1,,qacG2,,1,,,0,sul1,sul2,,1,,,dfrA5,,,dfrA14,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P20_10,ERS12148105,NORM,Blood culture,ST410,C,-,fimH24,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,blaCMY-2,,,blaOXA-1,,blaOXA-181,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,qnrS1,,1,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
P20_11,ERS12148106,NORM,Blood culture,ST38,D,-,fimH65,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,aadA1,,,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,dfrA1,,,,,,,,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P20_12,ERS12148107,NORM,Blood culture,ST131,B2,C1,fimH30,R,R,S,NA,NA,R,I,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_13,ERS12148108,NORM,Blood culture,ST648,F,-,-,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_14,ERS12148109,NORM,Blood culture,ST131,B2,A,fimH41,R,S,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,S,S,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,,,,,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_17,ERS12148110,NORM,Urine,ST131,B2,C2,fimH30,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_18,ERS12148111,NORM,Blood culture,ST131,B2,C2,fimH30,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,aadA2,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,dfrA12,,dfrA17,,,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_24,ERS12148112,NORM,Urine,ST405,D,-,fimH27,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_25,ERS12148113,NORM,Blood culture,ST131,B2,C2,fimH30,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,dfrA1,,,,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P20_29,ERS12148114,NORM,Blood culture,ST131,B2,C1,fimH30,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
